src/restaurantsystem/Main.java:10:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.nio.file.Files'
src/restaurantsystem/component/item/ViewItem.java:166:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/restaurantsystem/component/item/ViewItem.java:166:	ShortVariable:	ShortVariable: Avoid variables with short names like e
src/restaurantsystem/component/item/ViewItem.java:166:	UncommentedEmptyMethodBody:	UncommentedEmptyMethodBody: Document empty method body
src/restaurantsystem/component/labour/AddLabour.java:16:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/labour/AddLabour.java:18:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:18:	NonSerializableClass:	NonSerializableClass: The field 'labourService' of serializable class 'restaurantsystem.component.labour.AddLabour' is of non-serializable type 'restaurantsystem.service.LabourService'.
src/restaurantsystem/component/labour/AddLabour.java:23:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/labour/AddLabour.java:24:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [AddLabour.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/labour/AddLabour.java:34:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/AddLabour.java:46:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/labour/AddLabour.java:51:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/AddLabour.java:51:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/AddLabour.java:58:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/AddLabour.java:58:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/AddLabour.java:70:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/AddLabour.java:70:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/AddLabour.java:75:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:131:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/AddLabour.java:133:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'id' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:133:	ShortVariable:	ShortVariable: Avoid variables with short names like id
src/restaurantsystem/component/labour/AddLabour.java:134:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'name' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:135:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'salary' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:139:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/restaurantsystem/component/labour/AddLabour.java:147:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'labour' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:159:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/AddLabour.java:161:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'lb' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:161:	ShortVariable:	ShortVariable: Avoid variables with short names like lb
src/restaurantsystem/component/labour/AddLabour.java:166:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/AddLabour.java:175:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/AddLabour.java:176:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/AddLabour.java:177:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/AddLabour.java:180:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'info' could be declared final
src/restaurantsystem/component/labour/AddLabour.java:181:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using literals in if statements
src/restaurantsystem/component/labour/AddLabour.java:187:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/AddLabour.java:188:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/AddLabour.java:189:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/AddLabour.java:190:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/AddLabour.java:191:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/AddLabour.java:192:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/AddLabour.java:193:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/AddLabour.java:205:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:205:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:205:	SingularField:	SingularField: Perhaps 'addButton' could be replaced by a local variable.
src/restaurantsystem/component/labour/AddLabour.java:206:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:206:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:206:	SingularField:	SingularField: Perhaps 'backButton' could be replaced by a local variable.
src/restaurantsystem/component/labour/AddLabour.java:207:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:207:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:207:	SingularField:	SingularField: Perhaps 'jLabel1' could be replaced by a local variable.
src/restaurantsystem/component/labour/AddLabour.java:208:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:208:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:208:	SingularField:	SingularField: Perhaps 'jLabel2' could be replaced by a local variable.
src/restaurantsystem/component/labour/AddLabour.java:209:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:209:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:209:	SingularField:	SingularField: Perhaps 'jLabel3' could be replaced by a local variable.
src/restaurantsystem/component/labour/AddLabour.java:210:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:210:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:211:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:211:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/AddLabour.java:212:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/AddLabour.java:212:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:15:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/labour/DeleteLabour.java:17:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:17:	NonSerializableClass:	NonSerializableClass: The field 'labourService' of serializable class 'restaurantsystem.component.labour.DeleteLabour' is of non-serializable type 'restaurantsystem.service.LabourService'.
src/restaurantsystem/component/labour/DeleteLabour.java:22:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/labour/DeleteLabour.java:23:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [DeleteLabour.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/labour/DeleteLabour.java:29:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'stringBuilder' could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:32:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/labour/DeleteLabour.java:34:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/labour/DeleteLabour.java:36:	AppendCharacterWithChar:	AppendCharacterWithChar: Avoid appending characters as strings in StringBuffer.append.
src/restaurantsystem/component/labour/DeleteLabour.java:47:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/DeleteLabour.java:57:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/labour/DeleteLabour.java:62:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:62:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/DeleteLabour.java:69:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:69:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/DeleteLabour.java:81:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:123:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/DeleteLabour.java:125:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'deleteLabourID' could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:146:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/DeleteLabour.java:148:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'lm' could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:148:	ShortVariable:	ShortVariable: Avoid variables with short names like lm
src/restaurantsystem/component/labour/DeleteLabour.java:158:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/DeleteLabour.java:159:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/DeleteLabour.java:160:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/DeleteLabour.java:163:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'info' could be declared final
src/restaurantsystem/component/labour/DeleteLabour.java:164:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using literals in if statements
src/restaurantsystem/component/labour/DeleteLabour.java:170:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/DeleteLabour.java:171:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/DeleteLabour.java:172:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/DeleteLabour.java:173:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/DeleteLabour.java:174:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/DeleteLabour.java:175:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/DeleteLabour.java:176:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/DeleteLabour.java:187:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:187:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:187:	SingularField:	SingularField: Perhaps 'backButton' could be replaced by a local variable.
src/restaurantsystem/component/labour/DeleteLabour.java:188:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:188:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:188:	SingularField:	SingularField: Perhaps 'deleteButton' could be replaced by a local variable.
src/restaurantsystem/component/labour/DeleteLabour.java:189:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:189:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:189:	SingularField:	SingularField: Perhaps 'jLabel1' could be replaced by a local variable.
src/restaurantsystem/component/labour/DeleteLabour.java:190:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:190:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:190:	SingularField:	SingularField: Perhaps 'jScrollPane1' could be replaced by a local variable.
src/restaurantsystem/component/labour/DeleteLabour.java:191:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:191:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/DeleteLabour.java:192:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/DeleteLabour.java:192:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:14:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/labour/LabourManagement.java:19:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/labour/LabourManagement.java:20:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [LabourManagement.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/labour/LabourManagement.java:29:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/LabourManagement.java:30:	ExcessiveMethodLength:	ExcessiveMethodLength: Avoid really long methods.
src/restaurantsystem/component/labour/LabourManagement.java:40:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/labour/LabourManagement.java:50:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:50:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/LabourManagement.java:57:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:57:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/LabourManagement.java:64:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:64:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/LabourManagement.java:71:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:71:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/LabourManagement.java:76:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'jPanel1Layout' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:105:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:105:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/LabourManagement.java:110:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'jPanel2Layout' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:133:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:154:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/LabourManagement.java:156:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'i' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:156:	ShortVariable:	ShortVariable: Avoid variables with short names like i
src/restaurantsystem/component/labour/LabourManagement.java:162:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/LabourManagement.java:164:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'vl' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:164:	ShortVariable:	ShortVariable: Avoid variables with short names like vl
src/restaurantsystem/component/labour/LabourManagement.java:170:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/LabourManagement.java:172:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'dl' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:172:	ShortVariable:	ShortVariable: Avoid variables with short names like dl
src/restaurantsystem/component/labour/LabourManagement.java:177:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/LabourManagement.java:179:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'ml' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:179:	ShortVariable:	ShortVariable: Avoid variables with short names like ml
src/restaurantsystem/component/labour/LabourManagement.java:184:	UnusedFormalParameter:	UnusedFormalParameter: Avoid unused method parameters such as 'evt'.
src/restaurantsystem/component/labour/LabourManagement.java:186:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'rm' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:186:	ShortVariable:	ShortVariable: Avoid variables with short names like rm
src/restaurantsystem/component/labour/LabourManagement.java:196:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/LabourManagement.java:197:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/LabourManagement.java:198:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/LabourManagement.java:201:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'info' could be declared final
src/restaurantsystem/component/labour/LabourManagement.java:202:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using literals in if statements
src/restaurantsystem/component/labour/LabourManagement.java:208:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/LabourManagement.java:209:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/LabourManagement.java:210:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/LabourManagement.java:211:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/LabourManagement.java:212:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/LabourManagement.java:213:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'ClassNotFoundException' branch
src/restaurantsystem/component/labour/LabourManagement.java:214:	GuardLogStatement:	GuardLogStatement: Logger calls should be surrounded by log level guards.
src/restaurantsystem/component/labour/LabourManagement.java:225:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:225:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:225:	SingularField:	SingularField: Perhaps 'addLabour' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:226:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:226:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:226:	SingularField:	SingularField: Perhaps 'deleteLabour' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:227:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:227:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:227:	SingularField:	SingularField: Perhaps 'jButton6' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:228:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:228:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:228:	SingularField:	SingularField: Perhaps 'jPanel1' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:229:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:229:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:229:	SingularField:	SingularField: Perhaps 'jPanel2' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:230:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:230:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:230:	SingularField:	SingularField: Perhaps 'updateLabour' could be replaced by a local variable.
src/restaurantsystem/component/labour/LabourManagement.java:231:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/LabourManagement.java:231:	FieldDeclarationsShouldBeAtStartOfClass:	FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/restaurantsystem/component/labour/LabourManagement.java:231:	SingularField:	SingularField: Perhaps 'viewLabour' could be replaced by a local variable.
src/restaurantsystem/component/labour/UpdateLabour.java:17:	MissingSerialVersionUID:	MissingSerialVersionUID: Classes implementing Serializable should set a serialVersionUID
src/restaurantsystem/component/labour/UpdateLabour.java:19:	CommentRequired:	CommentRequired: Field comments are required
src/restaurantsystem/component/labour/UpdateLabour.java:19:	NonSerializableClass:	NonSerializableClass: The field 'labourService' of serializable class 'restaurantsystem.component.labour.UpdateLabour' is of non-serializable type 'restaurantsystem.service.LabourService'.
src/restaurantsystem/component/labour/UpdateLabour.java:24:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/restaurantsystem/component/labour/UpdateLabour.java:25:	ConstructorCallsOverridableMethod:	ConstructorCallsOverridableMethod: This method may call an overridable method during object construction: JFrame.setDefaultCloseOperation(int) (call stack: [UpdateLabour.initComponents(), JFrame.setDefaultCloseOperation(int)])
src/restaurantsystem/component/labour/UpdateLabour.java:36:	CommentSize:	CommentSize: Comment is too large: Line too long
src/restaurantsystem/component/labour/UpdateLabour.java:37:	ExcessiveMethodLength:	ExcessiveMethodLength: Avoid really long methods.
src/restaurantsystem/component/labour/UpdateLabour.java:52:	UnnecessaryFullyQualifiedName:	UnnecessaryFullyQualifiedName: Unnecessary qualifier 'javax.swing.WindowConstants': 'EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type
src/restaurantsystem/component/labour/UpdateLabour.java:68:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/UpdateLabour.java:68:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/UpdateLabour.java:75:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'evt' is not assigned and could be declared final
src/restaurantsystem/component/labour/UpdateLabour.java:75:	MissingOverride:	MissingOverride: The method 'actionPerformed(ActionEvent)' is missing an @Override annotation.
src/restaurantsystem/component/labour/UpdateLabour.java:82:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'layout' could be declared final
